Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-14,261.489990234375,261.489990234375,261.489990234375,261.489990234375,0,0,0
2022-03-15,261.7900085449219,261.7900085449219,261.7900085449219,261.7900085449219,0,0,0
2022-03-16,261.7099914550781,261.7099914550781,261.7099914550781,261.7099914550781,0,0,0
2022-03-17,261.82000732421875,261.82000732421875,261.82000732421875,261.82000732421875,0,0,0
2022-03-21,261.70001220703125,261.70001220703125,261.70001220703125,261.70001220703125,0,0,0
2022-03-22,260.9599914550781,260.9599914550781,260.9599914550781,260.9599914550781,0,0,0
2022-03-24,260.9100036621094,260.9100036621094,260.9100036621094,260.9100036621094,0,0,0
2022-03-25,260.6099853515625,260.6099853515625,260.6099853515625,260.6099853515625,0,0,0
2022-03-28,260.0899963378906,260.0899963378906,260.0899963378906,260.0899963378906,0,0,0
2022-03-29,259.239990234375,259.239990234375,259.239990234375,259.239990234375,0,0,0
2022-03-30,258.7099914550781,258.7099914550781,258.7099914550781,258.7099914550781,0,0,0
2022-03-31,259.94000244140625,259.94000244140625,259.94000244140625,259.94000244140625,0,0,0
2022-04-01,259.80999755859375,259.80999755859375,259.80999755859375,259.80999755859375,0,0,0
2022-04-04,260.6600036621094,260.6600036621094,260.6600036621094,260.6600036621094,0,0,0
2022-04-05,259.8399963378906,259.8399963378906,259.8399963378906,259.8399963378906,0,0,0
2022-04-06,259.2099914550781,259.2099914550781,259.2099914550781,259.2099914550781,0,0,0
2022-04-07,258.8699951171875,258.8699951171875,258.8699951171875,258.8699951171875,0,0,0
2022-04-08,258.69000244140625,258.69000244140625,258.69000244140625,258.69000244140625,0,0,0
2022-04-11,257.55999755859375,257.55999755859375,257.55999755859375,257.55999755859375,0,0,0
2022-04-12,257.3299865722656,257.3299865722656,257.3299865722656,257.3299865722656,0,0,0
2022-04-13,257.6099853515625,257.6099853515625,257.6099853515625,257.6099853515625,0,0,0
2022-04-19,256.8699951171875,256.8699951171875,256.8699951171875,256.8699951171875,0,0,0
2022-04-20,257.30999755859375,257.30999755859375,257.30999755859375,257.30999755859375,0,0,0
2022-04-21,256.92999267578125,256.92999267578125,256.92999267578125,256.92999267578125,0,0,0
2022-04-22,256.3800048828125,256.3800048828125,256.3800048828125,256.3800048828125,0,0,0
2022-04-25,257.1400146484375,257.1400146484375,257.1400146484375,257.1400146484375,0,0,0
2022-04-26,257.7900085449219,257.7900085449219,257.7900085449219,257.7900085449219,0,0,0
2022-04-27,257.8299865722656,257.8299865722656,257.8299865722656,257.8299865722656,0,0,0
2022-04-28,256.9599914550781,256.9599914550781,256.9599914550781,256.9599914550781,0,0,0
2022-04-29,256.739990234375,256.739990234375,256.739990234375,256.739990234375,0,0,0
2022-05-02,256.6400146484375,256.6400146484375,256.6400146484375,256.6400146484375,0,0,0
2022-05-03,256.8999938964844,256.8999938964844,256.8999938964844,256.8999938964844,0,0,0
2022-05-04,256.739990234375,256.739990234375,256.739990234375,256.739990234375,0,0,0
2022-05-05,256.8999938964844,256.8999938964844,256.8999938964844,256.8999938964844,0,0,0
2022-05-06,255.7899932861328,255.7899932861328,255.7899932861328,255.7899932861328,0,0,0
2022-05-10,256.67999267578125,256.67999267578125,256.67999267578125,256.67999267578125,0,0,0
2022-05-11,256.8399963378906,256.8399963378906,256.8399963378906,256.8399963378906,0,0,0
2022-05-12,258.5400085449219,258.5400085449219,258.5400085449219,258.5400085449219,0,0,0
2022-05-13,258.2300109863281,258.2300109863281,258.2300109863281,258.2300109863281,0,0,0
2022-05-16,258.010009765625,258.010009765625,258.010009765625,258.010009765625,0,0,0
2022-05-17,257.20001220703125,257.20001220703125,257.20001220703125,257.20001220703125,0,0,0
2022-05-18,257.0299987792969,257.0299987792969,257.0299987792969,257.0299987792969,0,0,0
2022-05-19,256.9700012207031,256.9700012207031,256.9700012207031,256.9700012207031,0,0,0
2022-05-20,256.80999755859375,256.80999755859375,256.80999755859375,256.80999755859375,0,0,0
2022-05-23,256.7300109863281,256.7300109863281,256.7300109863281,256.7300109863281,0,0,0
2022-05-24,256.8900146484375,256.8900146484375,256.8900146484375,256.8900146484375,0,0,0
2022-05-25,256.6300048828125,256.6300048828125,256.6300048828125,256.6300048828125,0,0,0
2022-05-27,256.3399963378906,256.3399963378906,256.3399963378906,256.3399963378906,0,0,0
2022-05-30,255.83999633789062,255.83999633789062,255.83999633789062,255.83999633789062,0,0,0
2022-05-31,255.14999389648438,255.14999389648438,255.14999389648438,255.14999389648438,0,0,0
2022-06-01,254.8000030517578,254.8000030517578,254.8000030517578,254.8000030517578,0,0,0
2022-06-02,253.97999572753906,253.97999572753906,253.97999572753906,253.97999572753906,0,0,0
2022-06-03,253.5800018310547,253.5800018310547,253.5800018310547,253.5800018310547,0,0,0
2022-06-07,253.61000061035156,253.61000061035156,253.61000061035156,253.61000061035156,0,0,0
2022-06-08,253.22000122070312,253.22000122070312,253.22000122070312,253.22000122070312,0,0,0
2022-06-09,252.5,252.5,252.5,252.5,0,0,0
2022-06-10,251.57000732421875,251.57000732421875,251.57000732421875,251.57000732421875,0,0,0
2022-06-13,249.49000549316406,249.49000549316406,249.49000549316406,249.49000549316406,0,0,0
2022-06-14,248.22000122070312,248.22000122070312,248.22000122070312,248.22000122070312,0,0,0
2022-06-15,249.5399932861328,249.5399932861328,249.5399932861328,249.5399932861328,0,0,0
